GRD -Código,GRD -Descripción
114162,MH OTROS DIAGNÓSTICOS DE LOS RIÑONES Y EL TRACTO URINARIO w/CC
104101,MH DIABETES Y TRASTORNOS METABÓLICOS Y NUTRICIONALES MISCELÁNEOS
14241,MH TRAUMA CRANEAL
44161,MH NEUMONÍA SIMPLE Y TOSFERINA (PERTUSIS)
64171,MH OTRAS GASTROENTERITIS Y DOLOR ABDOMINAL
81201,PH PROCEDIMIENTOS EN EL FÉMUR Y CADERAS EXCLUYENDO ARTICULACIONES MAYORES
14223,MH CONVULSIONES w/MCC
114122,MH INFECCIONES DE LOS RIÑONES Y EL TRACTO URINARIO w/CC
74132,"MH TRASTORNOS DEL HÍGADO EXCLUYENDO MALIGNIDAD, CIRROSIS O HEPATITIS ALCOHÓLICA w/CC"
84181,PA OTRAS ENFERMEDADES DE LOS HUESOS Y ARTICULACIONES
14232,MH MIGRAÑA Y OTRAS CEFALEAS w/CC
54173,MH HIPERTENSIÓN w/MCC
14113,MH TRASTORNOS DEGENERATIVOS Y MALIGNIDAD EN EL SISTEMA NERVIOSO w/MCC
54131,MH TROMBOFLEBITIS VENOSA PROFUNDA
14221,MH CONVULSIONES
81603,PH OTROS PROCEDIMIENTOS EN EL APARATO MUSCULO-ESQUELÉTICO Y DE TEJIDO CONJUNTIVO w/MCC
71122,PH COLECISTECTOMÍA EXCLUYENDO LAPAROSCÓPICA w/CC
64181,MH OTROS DIAGNÓSTICOS DEL SISTEMA DIGESTIVO
54121,MH INSUFICIENCIA CARDÍACA
111111,PH PROCEDIMIENTOS COMPLEJOS DE VEJIGA
34131,"MH EPIGLOTITIS, OTITIS MEDIA, INFECCIONES DEL TRACTO RESPIRATORIO SUPERIOR Y LARINGOTRAQUEITIS"
54152,MH TRASTORNOS PERÍFERICOS Y OTROS TRASTORNOS VASCULARES w/CC
44173,MH ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA w/MCC
81022,PH AMPUTACIÓN w/CC
64171,MH OTRAS GASTROENTERITIS Y DOLOR ABDOMINAL
34133,"MH EPIGLOTITIS, OTITIS MEDIA, INFECCIONES DEL TRACTO RESPIRATORIO SUPERIOR Y LARINGOTRAQUEITIS w/MCC"
81041,PH PROCEDIMIENTOS MAYORES DE RECOLOCACIÓN DE LOS MIEMBROS Y ARTICULACIONES DE LAS EXTREMIDADES INFERIORES
54153,MH TRASTORNOS PERÍFERICOS Y OTROS TRASTORNOS VASCULARES w/MCC
184143,MH OTRAS ENFERMEDADES BACTERIANAS Y PARASITARIAS w/MCC
94101,MH TRASTORNOS MAYORES DE LA PIEL
31202,"PH OTROS PROCEDIMIENTOS DE OÍDOS, NARIZ, BOCA Y GARGANTA w/CC"
14221,MH CONVULSIONES
81201,PH PROCEDIMIENTOS EN EL FÉMUR Y CADERAS EXCLUYENDO ARTICULACIONES MAYORES
14221,MH CONVULSIONES
81801,PH PROCEDIMIENTOS EN LAS EXTREMIDADES SUPERIORES
114143,"MH FALLA, REACCIÓN O COMPLICACIÓN DE DISPOSITIVO EN EL TRACTO URINARIO, INJERTO O TRASPLANTE w/MCC"
81602,PH OTROS PROCEDIMIENTOS EN EL APARATO MUSCULO-ESQUELÉTICO Y DE TEJIDO CONJUNTIVO w/CC
114122,MH INFECCIONES DE LOS RIÑONES Y EL TRACTO URINARIO w/CC
111402,PH PROCEDIMIENTOS URETRALES Y TRANSURETRALES w/CC
14231,MH MIGRAÑA Y OTRAS CEFALEAS
184151,MH INFECCIÓN POR VIRUS DE INMUNODEFICIENCIA HUMANA
54122,MH INSUFICIENCIA CARDÍACA w/CC
61401,PH OTROS PROCEDIMIENTOS DIGESTIVOS
54183,MH TRASTORNOS CARDÍACOS Y VALVULARES CONGÉNITOS w/MCC
114131,MH CÁLCULOS (LITIASIS) EN EL TRACTO URINARIO
124113,MH DIAGNÓSTICOS DEL APARATO REPRODUCTOR MASCULINO EXCLUYENDO MALIGNIDAD w/MCC
44181,MH ASMA Y BRONQUITIS
34142,MH ENFERMEDADES ORALES Y DENTALES w/CC
111402,PH PROCEDIMIENTOS URETRALES Y TRANSURETRALES w/CC
114103,MH MALIGNIDAD EN EL TRACTO URINARIO Y LOS RIÑONES CON FALLA RENAL w/MCC
114131,MH CÁLCULOS (LITIASIS) EN EL TRACTO URINARIO
81602,PH OTROS PROCEDIMIENTOS EN EL APARATO MUSCULO-ESQUELÉTICO Y DE TEJIDO CONJUNTIVO w/CC
81301,PH PROCEDIMIENTOS EN EL PIE
44173,MH ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA w/MCC
61133,PH PROCEDIMIENTOS DEL APÉNDICE w/MCC
124111,MH DIAGNÓSTICOS DEL APARATO REPRODUCTOR MASCULINO EXCLUYENDO MALIGNIDAD
121102,PH PROSTATECTOMÍA COMPLEJA w/CC
71122,PH COLECISTECTOMÍA EXCLUYENDO LAPAROSCÓPICA w/CC
51202,PH OTROS PROCEDIMIENTOS DEL APARATO CIRCULATORIO w/CC
111202,PH PROCEDIMIENTOS EN EL TRACTO URINARIO SUPERIOR w/CC
44161,MH NEUMONÍA SIMPLE Y TOSFERINA (PERTUSIS)
114101,MH MALIGNIDAD EN EL TRACTO URINARIO Y LOS RIÑONES CON FALLA RENAL
64171,MH OTRAS GASTROENTERITIS Y DOLOR ABDOMINAL
44161,MH NEUMONÍA SIMPLE Y TOSFERINA (PERTUSIS)
64111,MH GASTRITIS Y ÚLCERA PÉPTICA
121111,PH PROCEDIMIENTOS DEL PENE
81071,PH PROCEDIMIENTOS DE FUSIÓN ESPINAL EXCLUYENDO LOS DE CORRECCIÓN DE CURVATURA DE LA ESPALDA
61131,PH PROCEDIMIENTOS DEL APÉNDICE
81202,PH PROCEDIMIENTOS EN EL FÉMUR Y CADERAS EXCLUYENDO ARTICULACIONES MAYORES w/CC
84171,MH PROBLEMAS MÉDICOS DE LA ESPALDA
14263,MH OTROS TRASTORNOS DEL SISTEMA NERVIOSO w/MCC
54182,MH TRASTORNOS CARDÍACOS Y VALVULARES CONGÉNITOS w/CC
61131,PH PROCEDIMIENTOS DEL APÉNDICE
74112,MH MALIGNIDAD EN EL SISTEMA HEPATOBILIAR Y PÁNCREAS w/CC
64171,MH OTRAS GASTROENTERITIS Y DOLOR ABDOMINAL
44162,MH NEUMONÍA SIMPLE Y TOSFERINA (PERTUSIS) w/CC
44161,MH NEUMONÍA SIMPLE Y TOSFERINA (PERTUSIS)
114131,MH CÁLCULOS (LITIASIS) EN EL TRACTO URINARIO
161202,PH OTROS PROCEDIMIENTOS DE LA SANGRE Y ÓRGANOS FORMADORES DE SANGRE w/CC
44181,MH ASMA Y BRONQUITIS
44172,MH ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA w/CC
14221,MH CONVULSIONES
64172,MH OTRAS GASTROENTERITIS Y DOLOR ABDOMINAL w/CC
174133,MH QUIMIOTERAPIA w/MCC
164131,MH TRASTORNOS DE LOS GLÓBULOS ROJOS EXCLUYENDO CRISIS POR ANEMIA DREPANOCÍTICA
114102,MH MALIGNIDAD EN EL TRACTO URINARIO Y LOS RIÑONES CON FALLA RENAL w/CC
14231,MH MIGRAÑA Y OTRAS CEFALEAS
44172,MH ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA w/CC
54151,MH TRASTORNOS PERÍFERICOS Y OTROS TRASTORNOS VASCULARES
54131,MH TROMBOFLEBITIS VENOSA PROFUNDA
44173,MH ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA w/MCC
44192,MH ENFERMEDAD PULMONAR INTERSTICIAL w/CC
214121,MH ENVENENMAIENTO Y EFECTOS TÓXICOS POR DROGAS
44173,MH ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA w/MCC
174133,MH QUIMIOTERAPIA w/MCC
61202,PH PROCEDIMIENTOS COMPLEJOS INTESTINALES w/CC
81603,PH OTROS PROCEDIMIENTOS EN EL APARATO MUSCULO-ESQUELÉTICO Y DE TEJIDO CONJUNTIVO w/MCC
64103,MH MALIGNIDAD EN EL TRACTO DIGESTIVO w/MCC
14222,MH CONVULSIONES w/CC
94101,MH TRASTORNOS MAYORES DE LA PIEL
21302,PH PROCEDIMIENTOS INTRAOCULARES Y DEL CRISTALINO w/CC
44162,MH NEUMONÍA SIMPLE Y TOSFERINA (PERTUSIS) w/CC
11101,PH CRANEOTOMÍA
51403,PH PROCEDIMIENTOS CARDIOVASCULARES PERCUTÁNEOS w/MCC
214121,MH ENVENENMAIENTO Y EFECTOS TÓXICOS POR DROGAS
81502,PH PROCEDIMIENTOS EN TEJIDOS BLANDOS w/CC
34131,"MH EPIGLOTITIS, OTITIS MEDIA, INFECCIONES DEL TRACTO RESPIRATORIO SUPERIOR Y LARINGOTRAQUEITIS"
81201,PH PROCEDIMIENTOS EN EL FÉMUR Y CADERAS EXCLUYENDO ARTICULACIONES MAYORES
64162,MH INFECCIONES GASTROINTESTINALES MAYORES w/CC
81072,PH PROCEDIMIENTOS DE FUSIÓN ESPINAL EXCLUYENDO LOS DE CORRECCIÓN DE CURVATURA DE LA ESPALDA w/CC
71133,PH OTROS PROCEDIMIENTOS HEPATOBILIARES Y PANCREÁTICOS w/MCC
54123,MH INSUFICIENCIA CARDÍACA w/MCC
104132,MH OTROS TRASTORNOS ENDÓCRINOS w/CC
194101,MH ESQUIZOFRENIA
71143,PH COLECISTECTOMÍA LAPAROSCÓPICA w/MCC
114122,MH INFECCIONES DE LOS RIÑONES Y EL TRACTO URINARIO w/CC
84171,MH PROBLEMAS MÉDICOS DE LA ESPALDA
84171,MH PROBLEMAS MÉDICOS DE LA ESPALDA
84211,MH OTROS DIAGNÓSTICOS DEL APARATO MÚSCULOESQUELÉTICO Y TEJIDO CONJUNTIVO
31303,PH PROCEDIMIENTOS DE LA BOCA w/MCC
104112,MH HIPOVOLEMIA Y TRASTORNOS ELECTROLÍTICOS w/CC
94121,MH CELULITIS
44161,MH NEUMONÍA SIMPLE Y TOSFERINA (PERTUSIS)
74131,"MH TRASTORNOS DEL HÍGADO EXCLUYENDO MALIGNIDAD, CIRROSIS O HEPATITIS ALCOHÓLICA"
54233,"HM FALLAS, REACCIONES Y COMPLICACIONES DE DISPOSITIVOS O DE PROCEDIMIENTOS CARDIOVASCULARES w/MCC"
71142,PH COLECISTECTOMÍA LAPAROSCÓPICA w/CC
61131,PH PROCEDIMIENTOS DEL APÉNDICE
34152,"PH OTROS DIAGNÓSTICOS DE OÍDOS, NARIZ, BOCA Y GARGANTA w/CC"
64171,MH OTRAS GASTROENTERITIS Y DOLOR ABDOMINAL
124113,MH DIAGNÓSTICOS DEL APARATO REPRODUCTOR MASCULINO EXCLUYENDO MALIGNIDAD w/MCC
114121,MH INFECCIONES DE LOS RIÑONES Y EL TRACTO URINARIO
114132,MH CÁLCULOS (LITIASIS) EN EL TRACTO URINARIO w/CC
174133,MH QUIMIOTERAPIA w/MCC
174132,MH QUIMIOTERAPIA w/CC
104102,MH DIABETES Y TRASTORNOS METABÓLICOS Y NUTRICIONALES MISCELÁNEOS w/CC
14241,MH TRAUMA CRANEAL
44163,MH NEUMONÍA SIMPLE Y TOSFERINA (PERTUSIS) w/MCC
164112,MH TRASTORNOS DE LA COAGULACIÓN w/CC
14261,MH OTROS TRASTORNOS DEL SISTEMA NERVIOSO
184131,MH INFECCIÓN NO BACTERIANAS
194151,MH NEUROSIS EXCLUYENDO LA DEPRESIÓN
81601,PH OTROS PROCEDIMIENTOS EN EL APARATO MUSCULO-ESQUELÉTICO Y DE TEJIDO CONJUNTIVO
114162,MH OTROS DIAGNÓSTICOS DE LOS RIÑONES Y EL TRACTO URINARIO w/CC
104101,MH DIABETES Y TRASTORNOS METABÓLICOS Y NUTRICIONALES MISCELÁNEOS
84121,MH FRACTURA O LUXACIÓN EXCLUYENDO FÉMUR Y PELVIS
114163,MH OTROS DIAGNÓSTICOS DE LOS RIÑONES Y EL TRACTO URINARIO w/MCC
214123,MH ENVENENMAIENTO Y EFECTOS TÓXICOS POR DROGAS w/MCC
64171,MH OTRAS GASTROENTERITIS Y DOLOR ABDOMINAL
174132,MH QUIMIOTERAPIA w/CC
81802,PH PROCEDIMIENTOS EN LAS EXTREMIDADES SUPERIORES w/CC
114112,MH NEFRITIS w/CC
81701,PH PROCEDIMIENTOS EN LA RODILLA Y PIERNA INFERIOR EXCLUYENDO EL PIE
14221,MH CONVULSIONES
44211,"MH SÍNTOMAS, SIGNOS Y OTROS DIAGNÓSTICOS DEL APARATO RESPIRATORIO"
14132,MH HEMORRAGIA INTRACRANEAL NO TRAUMÁTICA w/CC
111202,PH PROCEDIMIENTOS EN EL TRACTO URINARIO SUPERIOR w/CC
174133,MH QUIMIOTERAPIA w/MCC
64183,MH OTROS DIAGNÓSTICOS DEL SISTEMA DIGESTIVO w/MCC
114112,MH NEFRITIS w/CC
134122,MH TRASTORNOS MENSTRUALES Y OTROS DEL APARATO REPRODUCTOR FEMENINO w/CC
164132,MH TRASTORNOS DE LOS GLÓBULOS ROJOS EXCLUYENDO CRISIS POR ANEMIA DREPANOCÍTICA w/CC
34131,"MH EPIGLOTITIS, OTITIS MEDIA, INFECCIONES DEL TRACTO RESPIRATORIO SUPERIOR Y LARINGOTRAQUEITIS"
44191,MH ENFERMEDAD PULMONAR INTERSTICIAL
121102,PH PROSTATECTOMÍA COMPLEJA w/CC
114102,MH MALIGNIDAD EN EL TRACTO URINARIO Y LOS RIÑONES CON FALLA RENAL w/CC
54152,MH TRASTORNOS PERÍFERICOS Y OTROS TRASTORNOS VASCULARES w/CC
64171,MH OTRAS GASTROENTERITIS Y DOLOR ABDOMINAL
54151,MH TRASTORNOS PERÍFERICOS Y OTROS TRASTORNOS VASCULARES
164132,MH TRASTORNOS DE LOS GLÓBULOS ROJOS EXCLUYENDO CRISIS POR ANEMIA DREPANOCÍTICA w/CC
94122,MH CELULITIS w/CC
71142,PH COLECISTECTOMÍA LAPAROSCÓPICA w/CC
21201,PH PROCEDIMIENTOS EXTRAOCULARES Y ORBITALES
61131,PH PROCEDIMIENTOS DEL APÉNDICE
54203,MH ANGINA DE PECHO Y DOLOR TORÁCICO w/MCC
214123,MH ENVENENMAIENTO Y EFECTOS TÓXICOS POR DROGAS w/MCC
44171,MH ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA
104102,MH DIABETES Y TRASTORNOS METABÓLICOS Y NUTRICIONALES MISCELÁNEOS w/CC
21302,PH PROCEDIMIENTOS INTRAOCULARES Y DEL CRISTALINO w/CC
74113,MH MALIGNIDAD EN EL SISTEMA HEPATOBILIAR Y PÁNCREAS w/MCC
31201,"PH OTROS PROCEDIMIENTOS DE OÍDOS, NARIZ, BOCA Y GARGANTA"
104102,MH DIABETES Y TRASTORNOS METABÓLICOS Y NUTRICIONALES MISCELÁNEOS w/CC
54153,MH TRASTORNOS PERÍFERICOS Y OTROS TRASTORNOS VASCULARES w/MCC
31201,"PH OTROS PROCEDIMIENTOS DE OÍDOS, NARIZ, BOCA Y GARGANTA"
14221,MH CONVULSIONES
34141,MH ENFERMEDADES ORALES Y DENTALES
214121,MH ENVENENMAIENTO Y EFECTOS TÓXICOS POR DROGAS
34133,"MH EPIGLOTITIS, OTITIS MEDIA, INFECCIONES DEL TRACTO RESPIRATORIO SUPERIOR Y LARINGOTRAQUEITIS w/MCC"
111201,PH PROCEDIMIENTOS EN EL TRACTO URINARIO SUPERIOR
44192,MH ENFERMEDAD PULMONAR INTERSTICIAL w/CC
84173,MH PROBLEMAS MÉDICOS DE LA ESPALDA w/MCC
34131,"MH EPIGLOTITIS, OTITIS MEDIA, INFECCIONES DEL TRACTO RESPIRATORIO SUPERIOR Y LARINGOTRAQUEITIS"
64151,MH OBSTRUCCIÓN GASTROINTESTINAL
81702,PH PROCEDIMIENTOS EN LA RODILLA Y PIERNA INFERIOR EXCLUYENDO EL PIE w/CC
94121,MH CELULITIS
131202,PH PROCEDIMIENTOS EN ÚTERO Y ANEXOS w/CC
174132,MH QUIMIOTERAPIA w/CC
81201,PH PROCEDIMIENTOS EN EL FÉMUR Y CADERAS EXCLUYENDO ARTICULACIONES MAYORES
104132,MH OTROS TRASTORNOS ENDÓCRINOS w/CC
51121,PH PROCEDIMIENTOS VASCULARES TORÁCICOS COMPLEJOS
114121,MH INFECCIONES DE LOS RIÑONES Y EL TRACTO URINARIO
64121,MH ENFERMEDADES ESOFÁGICAS
44181,MH ASMA Y BRONQUITIS
51401,PH PROCEDIMIENTOS CARDIOVASCULARES PERCUTÁNEOS
54192,MH ARRITMIAS CARDÍACAS Y TRASTORNOS DE CONDUCCIÓN CARDÍACA w/CC
14263,MH OTROS TRASTORNOS DEL SISTEMA NERVIOSO w/MCC
44211,"MH SÍNTOMAS, SIGNOS Y OTROS DIAGNÓSTICOS DEL APARATO RESPIRATORIO"
64112,MH GASTRITIS Y ÚLCERA PÉPTICA w/CC
104112,MH HIPOVOLEMIA Y TRASTORNOS ELECTROLÍTICOS w/CC
131201,PH PROCEDIMIENTOS EN ÚTERO Y ANEXOS
14263,MH OTROS TRASTORNOS DEL SISTEMA NERVIOSO w/MCC
44153,MH INFECCIONES E INFLMAACIONES DEL TRACTO RESPIRATORIO w/MCC
21201,PH PROCEDIMIENTOS EXTRAOCULARES Y ORBITALES
54123,MH INSUFICIENCIA CARDÍACA w/MCC
64133,"MH DIVERTICULITIS, DIVERTICULOSIS Y ENFERMEDAD INFLAMATORIA DEL COLON w/MCC"
174132,MH QUIMIOTERAPIA w/CC
14221,MH CONVULSIONES
44161,MH NEUMONÍA SIMPLE Y TOSFERINA (PERTUSIS)
61111,PH ADHESIÓLISIS PERITONEAL
44181,MH ASMA Y BRONQUITIS
174133,MH QUIMIOTERAPIA w/MCC
34113,MH PÉRDIDA DEL EQUILIBRIO w/MCC
104103,MH DIABETES Y TRASTORNOS METABÓLICOS Y NUTRICIONALES MISCELÁNEOS w/MCC
54171,MH HIPERTENSIÓN
74113,MH MALIGNIDAD EN EL SISTEMA HEPATOBILIAR Y PÁNCREAS w/MCC
174132,MH QUIMIOTERAPIA w/CC
214121,MH ENVENENMAIENTO Y EFECTOS TÓXICOS POR DROGAS
44162,MH NEUMONÍA SIMPLE Y TOSFERINA (PERTUSIS) w/CC
214121,MH ENVENENMAIENTO Y EFECTOS TÓXICOS POR DROGAS
44163,MH NEUMONÍA SIMPLE Y TOSFERINA (PERTUSIS) w/MCC
14113,MH TRASTORNOS DEGENERATIVOS Y MALIGNIDAD EN EL SISTEMA NERVIOSO w/MCC
94131,"MH TRAUMA EN LA PIEL, TEJIDO SUBCUTÁNEO Y MAMAS"
81601,PH OTROS PROCEDIMIENTOS EN EL APARATO MUSCULO-ESQUELÉTICO Y DE TEJIDO CONJUNTIVO
94122,MH CELULITIS w/CC
14263,MH OTROS TRASTORNOS DEL SISTEMA NERVIOSO w/MCC
54152,MH TRASTORNOS PERÍFERICOS Y OTROS TRASTORNOS VASCULARES w/CC
104103,MH DIABETES Y TRASTORNOS METABÓLICOS Y NUTRICIONALES MISCELÁNEOS w/MCC
74142,MH OTROS TRASTORNOS DEL TRACTO BILIAR w/CC
34132,"MH EPIGLOTITIS, OTITIS MEDIA, INFECCIONES DEL TRACTO RESPIRATORIO SUPERIOR Y LARINGOTRAQUEITIS w/CC"
104101,MH DIABETES Y TRASTORNOS METABÓLICOS Y NUTRICIONALES MISCELÁNEOS
61121,PH PROCEDIMIENTOS DE HERNIA EXCLUYENDO HERNIA INGUINAL Y FEMORAL
114132,MH CÁLCULOS (LITIASIS) EN EL TRACTO URINARIO w/CC
64181,MH OTROS DIAGNÓSTICOS DEL SISTEMA DIGESTIVO
44163,MH NEUMONÍA SIMPLE Y TOSFERINA (PERTUSIS) w/MCC
71142,PH COLECISTECTOMÍA LAPAROSCÓPICA w/CC
14221,MH CONVULSIONES
114122,MH INFECCIONES DE LOS RIÑONES Y EL TRACTO URINARIO w/CC
64182,MH OTROS DIAGNÓSTICOS DEL SISTEMA DIGESTIVO w/CC
54153,MH TRASTORNOS PERÍFERICOS Y OTROS TRASTORNOS VASCULARES w/MCC
214121,MH ENVENENMAIENTO Y EFECTOS TÓXICOS POR DROGAS
44163,MH NEUMONÍA SIMPLE Y TOSFERINA (PERTUSIS) w/MCC
54172,MH HIPERTENSIÓN w/CC
51123,PH PROCEDIMIENTOS VASCULARES TORÁCICOS COMPLEJOS w/MCC
14221,MH CONVULSIONES
44181,MH ASMA Y BRONQUITIS
14241,MH TRAUMA CRANEAL
114142,"MH FALLA, REACCIÓN O COMPLICACIÓN DE DISPOSITIVO EN EL TRACTO URINARIO, INJERTO O TRASPLANTE w/CC"
64183,MH OTROS DIAGNÓSTICOS DEL SISTEMA DIGESTIVO w/MCC
81601,PH OTROS PROCEDIMIENTOS EN EL APARATO MUSCULO-ESQUELÉTICO Y DE TEJIDO CONJUNTIVO
114122,MH INFECCIONES DE LOS RIÑONES Y EL TRACTO URINARIO w/CC
81102,PH PROCEDIMIENTOS RECONSTRUCTIVOS DE LOS HUESOS FACIALES Y CRANEALES w/CC
121102,PH PROSTATECTOMÍA COMPLEJA w/CC
94141,MH OTROS TRASTORNOS DE LA PIEL Y DE MAMAS
14221,MH CONVULSIONES
64171,MH OTRAS GASTROENTERITIS Y DOLOR ABDOMINAL
34111,MH PÉRDIDA DEL EQUILIBRIO
14221,MH CONVULSIONES
44162,MH NEUMONÍA SIMPLE Y TOSFERINA (PERTUSIS) w/CC
194102,MH ESQUIZOFRENIA w/CC
81201,PH PROCEDIMIENTOS EN EL FÉMUR Y CADERAS EXCLUYENDO ARTICULACIONES MAYORES
11103,PH CRANEOTOMÍA w/MCC
11101,PH CRANEOTOMÍA
81803,PH PROCEDIMIENTOS EN LAS EXTREMIDADES SUPERIORES w/MCC
64171,MH OTRAS GASTROENTERITIS Y DOLOR ABDOMINAL
21301,PH PROCEDIMIENTOS INTRAOCULARES Y DEL CRISTALINO
91301,PH INJERTO DE PIEL SIN QUEMADURAS
104131,MH OTROS TRASTORNOS ENDÓCRINOS
164112,MH TRASTORNOS DE LA COAGULACIÓN w/CC
54152,MH TRASTORNOS PERÍFERICOS Y OTROS TRASTORNOS VASCULARES w/CC
74132,"MH TRASTORNOS DEL HÍGADO EXCLUYENDO MALIGNIDAD, CIRROSIS O HEPATITIS ALCOHÓLICA w/CC"
164121,MHCRISIS DE ANEMIA DREPANOCÍTICA (DE CÉLULAS FALCIFORMES)
114103,MH MALIGNIDAD EN EL TRACTO URINARIO Y LOS RIÑONES CON FALLA RENAL w/MCC
174132,MH QUIMIOTERAPIA w/CC
24112,MH TRASTORNOS NEUROLÓGICOS DE LOS OJOS w/CC
34141,MH ENFERMEDADES ORALES Y DENTALES
94132,"MH TRAUMA EN LA PIEL, TEJIDO SUBCUTÁNEO Y MAMAS w/CC"
54152,MH TRASTORNOS PERÍFERICOS Y OTROS TRASTORNOS VASCULARES w/CC
31201,"PH OTROS PROCEDIMIENTOS DE OÍDOS, NARIZ, BOCA Y GARGANTA"
161202,PH OTROS PROCEDIMIENTOS DE LA SANGRE Y ÓRGANOS FORMADORES DE SANGRE w/CC
114132,MH CÁLCULOS (LITIASIS) EN EL TRACTO URINARIO w/CC
111401,PH PROCEDIMIENTOS URETRALES Y TRANSURETRALES
164111,MH TRASTORNOS DE LA COAGULACIÓN
131301,"PH PROCEDIMIENTOS EN LA VAGINA, CUELLO DEL ÚTERO Y LA VULVA"
14111,MH TRASTORNOS DEGENERATIVOS Y MALIGNIDAD EN EL SISTEMA NERVIOSO
111401,PH PROCEDIMIENTOS URETRALES Y TRANSURETRALES
64163,MH INFECCIONES GASTROINTESTINALES MAYORES w/MCC
161202,PH OTROS PROCEDIMIENTOS DE LA SANGRE Y ÓRGANOS FORMADORES DE SANGRE w/CC
104103,MH DIABETES Y TRASTORNOS METABÓLICOS Y NUTRICIONALES MISCELÁNEOS w/MCC
44162,MH NEUMONÍA SIMPLE Y TOSFERINA (PERTUSIS) w/CC
94142,MH OTROS TRASTORNOS DE LA PIEL Y DE MAMAS w/CC
34151,"PH OTROS DIAGNÓSTICOS DE OÍDOS, NARIZ, BOCA Y GARGANTA"
44143,MH MALIGNIDIAD RESPIRATORIA w/MCC
174132,MH QUIMIOTERAPIA w/CC
71143,PH COLECISTECTOMÍA LAPAROSCÓPICA w/MCC
54232,"HM FALLAS, REACCIONES Y COMPLICACIONES DE DISPOSITIVOS O DE PROCEDIMIENTOS CARDIOVASCULARES w/CC"
174132,MH QUIMIOTERAPIA w/CC
114102,MH MALIGNIDAD EN EL TRACTO URINARIO Y LOS RIÑONES CON FALLA RENAL w/CC
44181,MH ASMA Y BRONQUITIS
44182,MH ASMA Y BRONQUITIS w/CC
14113,MH TRASTORNOS DEGENERATIVOS Y MALIGNIDAD EN EL SISTEMA NERVIOSO w/MCC
114121,MH INFECCIONES DE LOS RIÑONES Y EL TRACTO URINARIO
174133,MH QUIMIOTERAPIA w/MCC
54242,PH OTROS DIAGNÓSTICOS DEL APARATO CIRCULATORIO w/CC
14221,MH CONVULSIONES
51201,PH OTROS PROCEDIMIENTOS DEL APARATO CIRCULATORIO
34132,"MH EPIGLOTITIS, OTITIS MEDIA, INFECCIONES DEL TRACTO RESPIRATORIO SUPERIOR Y LARINGOTRAQUEITIS w/CC"
14231,MH MIGRAÑA Y OTRAS CEFALEAS
114123,MH INFECCIONES DE LOS RIÑONES Y EL TRACTO URINARIO w/MCC
44151,MH INFECCIONES E INFLMAACIONES DEL TRACTO RESPIRATORIO
14131,MH HEMORRAGIA INTRACRANEAL NO TRAUMÁTICA
104103,MH DIABETES Y TRASTORNOS METABÓLICOS Y NUTRICIONALES MISCELÁNEOS w/MCC
64172,MH OTRAS GASTROENTERITIS Y DOLOR ABDOMINAL w/CC
204112,"MH ABUSO Y DEPENDENCIA DEL ALCOHOL, OPIÁCEOS Y COCAÍNA w/CC"
81071,PH PROCEDIMIENTOS DE FUSIÓN ESPINAL EXCLUYENDO LOS DE CORRECCIÓN DE CURVATURA DE LA ESPALDA
54232,"HM FALLAS, REACCIONES Y COMPLICACIONES DE DISPOSITIVOS O DE PROCEDIMIENTOS CARDIOVASCULARES w/CC"
81203,PH PROCEDIMIENTOS EN EL FÉMUR Y CADERAS EXCLUYENDO ARTICULACIONES MAYORES w/MCC
81701,PH PROCEDIMIENTOS EN LA RODILLA Y PIERNA INFERIOR EXCLUYENDO EL PIE
84101,MH FRACTURAS DEL FÉMUR
81701,PH PROCEDIMIENTOS EN LA RODILLA Y PIERNA INFERIOR EXCLUYENDO EL PIE
121132,PH PROCEDIMIENTOS NO COMPLEJOS EN PRÓSTATA Y CONTENIDO ESCROTAL w/CC
84171,MH PROBLEMAS MÉDICOS DE LA ESPALDA
14223,MH CONVULSIONES w/MCC
14221,MH CONVULSIONES
114131,MH CÁLCULOS (LITIASIS) EN EL TRACTO URINARIO
111202,PH PROCEDIMIENTOS EN EL TRACTO URINARIO SUPERIOR w/CC
71142,PH COLECISTECTOMÍA LAPAROSCÓPICA w/CC
11103,PH CRANEOTOMÍA w/MCC
114102,MH MALIGNIDAD EN EL TRACTO URINARIO Y LOS RIÑONES CON FALLA RENAL w/CC
14232,MH MIGRAÑA Y OTRAS CEFALEAS w/CC
54203,MH ANGINA DE PECHO Y DOLOR TORÁCICO w/MCC
51401,PH PROCEDIMIENTOS CARDIOVASCULARES PERCUTÁNEOS
104103,MH DIABETES Y TRASTORNOS METABÓLICOS Y NUTRICIONALES MISCELÁNEOS w/MCC
31123,PH PROCEDIMIENTOS DE LOS SENOS PARANASALES Y PAÓFISIS MASTOIDES w/MCC
54123,MH INSUFICIENCIA CARDÍACA w/MCC
54201,MH ANGINA DE PECHO Y DOLOR TORÁCICO
